CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
TVEE825016,1,50,51,0,9,9,9,25,34
PAMM83702E,19,19,38,8,6,14,12,12,24
VCEE810039,6,83,89,3,19,22,7,26,33
MTMM82002N,6,83,89,3,19,22,7,26,33
PNMM83201L,6,21,27,2,3,5,4,24,28
NAEE8B503D,0,12,12,0,4,4,9,9,18
KREE83002X,3,47,50,1,17,18,12,16,28
PZEE82105E,2,64,66,0,9,9,7,26,33
PNEE815054,2,81,83,1,15,16,1,27,28
NAPS06201V,50,110,160,15,29,44,22,16,38
SSMM82503C,8,20,28,2,8,10,2,22,24
CNMM862028,26,67,93,11,20,31,12,46,58
PARI010029,26,67,93,11,20,31,12,46,58
CBEE828026,3,43,46,1,15,16,3,20,23
POEE80601T,6,60,66,1,7,8,5,31,36
MBEE8AL01R,4,57,61,0,15,15,4,17,21
NOEE81703D,0,55,55,0,17,17,10,21,31
FIEE87609C,5,102,107,2,21,23,7,48,55
NAEE839019,1,19,20,0,7,7,5,11,16
VVEE81502D,2,26,28,0,5,5,9,14,23
MSEE80904V,4,76,80,0,22,22,6,27,33
VREE84302C,5,71,76,3,16,19,8,18,26
SAMM809042,15,13,28,1,4,5,5,15,20
PIMM817023,10,39,49,5,12,17,4,22,26
NAEE00300E,10,39,49,5,12,17,4,22,26
RMEE8AB029,4,49,53,1,16,17,5,15,20
MOEE85102L,6,106,112,2,35,37,10,25,35
MITN09401E,52,89,141,8,25,33,18,15,33
LETD04751G,37,87,124,3,11,14,0,0,0
SPMM81901A,4,47,51,0,13,13,3,26,29
RGPC018019,27,111,138,1,10,11,10,34,44
RCMM85001V,11,19,30,1,8,9,15,7,22
RERH008509,48,104,152,13,27,40,0,0,0
PAEE81702A,2,45,47,0,7,7,20,8,28
TVMM846027,9,28,37,1,4,5,4,24,28
TVTL019513,49,69,118,3,8,11,0,0,0
PREE81006T,2,33,35,0,6,6,6,18,24
PAEE88804E,3,57,60,2,9,11,18,9,27
GEEE85801B,4,77,81,0,17,17,14,28,42
FREE83901D,2,90,92,1,29,30,8,20,28
PIEE82201E,3,56,59,0,16,16,4,30,34
CATF031011,103,88,191,10,25,35,21,23,44
BARH05801Q,52,101,153,7,35,42,17,14,31
RMMM8GN01A,6,38,44,3,10,13,4,22,26
TSEE81701D,0,31,31,0,2,2,3,15,18
PTEE81401E,2,80,82,2,26,28,3,26,29
MEMM86601Q,3,30,33,1,7,8,6,23,29
SRMM81301L,9,25,34,0,6,6,5,17,22
PGSD03601P,11,32,43,6,13,19,3,10,13
ENEE81503E,1,59,60,0,19,19,10,20,30
TPEE83901N,3,59,62,2,19,21,16,12,28
RCMM806051,12,31,43,4,12,16,11,14,25
VIMM849011,13,26,39,1,4,5,6,18,24
MOEE817069,12,95,107,5,29,34,8,27,35
COEE853038,9,94,103,7,23,30,10,30,40
BNMM86201A,9,94,103,7,23,30,10,30,40
FEMM81901G,4,14,18,1,2,3,6,24,30
ATEE00102G,3,82,85,1,27,28,9,17,26
RIMM82502Q,13,45,58,4,10,14,5,32,37
VEEE841047,4,60,64,1,12,13,7,24,31
FIEE81002E,4,40,44,1,8,9,2,20,22
BREE022041,2,65,67,1,14,15,6,19,25
GRTL01101L,70,51,121,10,12,22,12,21,33
RMEE8A3014,4,104,108,3,27,30,4,32,36
PGSD03001Q,4,104,108,3,27,30,4,32,36
VRPS00101T,27,54,81,3,12,15,5,14,19
FIEE85001X,4,62,66,3,12,15,7,23,30
MIEE8A301G,6,80,86,2,15,17,4,29,33
NURI01401V,57,61,118,3,12,15,14,16,30
TOEE8AQ04T,5,60,65,2,16,18,7,30,37
VIEE857044,2,89,91,0,24,24,7,22,29
PAMM8AG029,32,55,87,17,22,39,18,12,30
TOEE80706D,3,42,45,2,5,7,10,17,27
MIEE8AP02C,9,72,81,5,18,23,4,26,30
SAPC05801E,38,96,134,6,11,17,15,13,28
RMMM8EG01R,8,73,81,3,26,29,3,27,30
MNEE822031,4,30,34,2,5,7,1,23,24
ATEE812021,4,56,60,3,11,14,7,31,38
CSMM81101N,14,21,35,3,5,8,9,10,19
BORI02450B,49,68,117,8,17,25,0,0,0
MIEE8AX01Q,0,43,43,0,9,9,2,20,22
BSEE87202A,2,44,46,0,8,8,6,14,20
RMEE8FT015,4,61,65,0,16,16,13,11,24
UDEE827038,5,45,50,3,9,12,5,19,24
FIEE834012,3,80,83,2,22,24,7,26,33
RMMM8AM02X,10,21,31,6,8,14,5,19,24
CHMM840017,14,35,49,2,12,14,7,19,26
NAEE8DE01L,2,47,49,1,14,15,16,14,30
CAEE870033,2,47,49,1,14,15,16,14,30
MNEE81504V,4,65,69,1,23,24,7,25,32
NUEE86703Q,3,26,29,0,4,4,2,15,17
CSTE05151A,43,159,202,4,35,39,0,0,0
NAMM8BN01A,8,49,57,0,13,13,11,17,28
UDEE828034,0,52,52,0,9,9,2,18,20
MCEE812017,1,28,29,1,6,7,4,15,19
RAEE804022,3,61,64,0,13,13,4,27,31
NAMM8AN014,6,18,24,3,4,7,8,13,21
NAEE11401V,2,59,61,0,16,16,11,8,19
VIEE88404C,3,88,91,1,13,14,8,27,35
CHEE03409A,3,43,46,0,11,11,0,0,0
SAMM8A202Q,14,20,34,1,4,5,6,15,21
VIEE873031,3,51,54,2,13,15,6,25,31
TOEE86303P,1,68,69,0,15,15,11,28,39
APMM805054,5,16,21,0,1,1,0,0,0
VEEE82905N,2,43,45,0,10,10,5,18,23
SOMM816022,3,14,17,0,3,3,2,22,24
PREE833019,5,82,87,3,17,20,6,25,31
APEE82902E,1,64,65,0,15,15,8,29,37
PAEE8AR022,3,56,59,1,10,11,12,14,26
VCMM810016,11,36,47,6,6,12,7,26,33
UDMM819027,17,54,71,4,13,17,7,28,35
NASL03201X,32,70,102,3,20,23,13,9,22
SVEE82202P,3,56,59,1,15,16,7,23,30
LOEE81502X,7,83,90,2,23,25,3,29,32
SOTD00201C,27,63,90,3,13,16,8,27,35
MBMM8CP01C,11,33,44,2,5,7,4,29,33
PIEE83901X,1,65,66,0,24,24,3,27,30
PZEE88508L,0,54,54,0,7,7,8,20,28
NAEE172053,2,72,74,1,18,19,14,9,23
PARH01850Q,41,34,75,2,4,6,0,0,0
AQMM84001T,7,43,50,1,17,18,11,21,32
SAMM8AM02B,7,43,50,1,17,18,11,21,32
BGMM85902A,16,36,52,5,10,15,6,19,25
MNMM804018,14,28,42,2,9,11,8,23,31
FGEE106024,1,41,42,0,11,11,6,11,17
FITA00701G,55,84,139,13,32,45,17,30,47
SVEE81002C,3,39,42,2,8,10,3,22,25
NAEE147414,2,86,88,0,27,27,10,15,25
FOEE813038,3,33,36,1,10,11,7,19,26
PAMM89901R,8,38,46,2,13,15,15,12,27
GEEE86402Q,2,56,58,1,10,11,4,22,26
MIEE8GH02B,15,96,111,7,27,34,9,22,31
BGMM80701L,11,32,43,2,11,13,9,20,29
PCMM80402C,8,15,23,3,0,3,7,16,23
AGEE863037,11,76,87,4,9,13,15,13,28
CAMM840025,10,23,33,2,6,8,3,20,23
AVRH01802R,34,72,106,4,16,20,15,11,26
CSEE8AN012,2,35,37,1,9,10,11,8,19
TPPS02401C,12,51,63,1,5,6,17,9,26
PVEE806016,2,64,66,0,13,13,7,20,27
TEEE82902N,1,34,35,0,8,8,4,16,20
FERI001015,46,57,103,8,17,25,7,26,33
LCEE81803P,6,69,75,1,18,19,12,19,31
CZMM865041,9,29,38,3,7,10,15,14,29
BOMM83401V,12,39,51,2,8,10,5,32,37
SSMM80701R,8,23,31,1,6,7,4,16,20
CETD02351G,45,111,156,6,25,31,0,0,0
MIEE8DZ03C,14,93,107,4,24,28,11,20,31
VBEE813047,6,57,63,2,10,12,5,25,30
GEPM007014,22,65,87,3,10,13,4,19,23
CAMM84804T,19,46,65,5,14,19,11,38,49
PSMM83404P,11,31,42,1,6,7,7,31,38
VBTD00401N,39,80,119,7,21,28,11,18,29
VAEE83402G,2,40,42,1,7,8,10,14,24
BAEE168012,2,59,61,0,18,18,14,7,21
BGEE81601C,5,33,38,2,8,10,7,12,19
LOEE80203V,5,68,73,4,17,21,1,22,23
OREE82803L,3,67,70,2,18,20,9,27,36
ANRI016543,101,145,246,12,31,43,0,0,0
CZEE85202T,2,63,65,0,25,25,9,18,27
PIMM82305D,14,32,46,6,8,14,6,18,24
CTRI00950X,39,67,106,6,16,22,0,0,0
FGRH06051D,58,59,117,12,13,25,0,0,0
PDMM89901L,9,30,39,1,8,9,2,26,28
FIEE818025,2,53,55,0,9,9,3,22,25
NUMM821039,9,20,29,1,4,5,1,22,23
RETD02000L,39,62,101,2,6,8,13,24,37
CLSD014017,34,85,119,10,24,34,13,13,26
SRRH040018,34,85,119,10,24,34,13,13,26
ENEE825024,3,71,74,1,30,31,15,15,30
VTEE80404E,1,52,53,0,19,19,5,17,22
NOSL01050A,46,99,145,11,27,38,13,20,33
PEEE831023,3,66,69,3,27,30,6,25,31
FGEE843014,1,28,29,1,6,7,12,7,19
CBEE85401N,0,47,47,0,8,8,4,17,21
CSMM864016,3,14,17,0,2,2,12,7,19
VIEE850038,2,48,50,0,11,11,5,16,21
TOEE88003C,5,41,46,2,10,12,2,28,30
PNEE81103P,3,76,79,1,14,15,7,23,30
VREE88001A,1,34,35,1,4,5,4,16,20
NARC078011,76,146,222,11,47,58,25,20,45
TOEE8BN041,2,73,75,1,17,18,8,31,39
CSMM85802X,7,20,27,0,5,5,21,7,28
CAEE039012,3,69,72,2,27,29,5,16,21
CTEE8AL01D,2,61,63,1,17,18,7,20,27
CTEE85502L,3,63,66,0,15,15,9,22,31
MBTD430001,44,58,102,1,5,6,9,19,28
CTEE06801P,2,56,58,1,25,26,2,15,17
FGEE83102V,1,32,33,0,7,7,10,7,17
RIRI007032,1,32,33,0,7,7,10,7,17
VIEE85802T,3,80,83,1,22,23,4,26,30
FIEE86403X,6,84,90,2,19,21,3,31,34
RMRC00401A,26,67,93,6,20,26,10,26,36
ISMM82602L,10,29,39,2,5,7,6,22,28
CREE82701R,3,72,75,3,21,24,3,23,26
FEMM810015,9,42,51,2,6,8,4,23,27
ANEE81303B,9,42,51,2,6,8,4,23,27
MNEE82201V,4,30,34,2,5,7,1,23,24
VREE066004,0,29,29,0,6,6,0,0,0
AQEE026115,2,41,43,0,14,14,0,16,16
GERI02000N,32,30,62,2,6,8,14,16,30
VRMM879015,19,52,71,1,6,7,7,20,27
LEEE816038,3,47,50,1,10,11,9,18,27
TEEE83001R,1,79,80,0,25,25,8,27,35
ARSD01750Q,16,52,68,4,17,21,0,0,0
ARMM842014,7,27,34,1,8,9,2,28,30
FIEE841026,5,70,75,2,16,18,12,15,27
CZRA007011,31,53,84,4,5,9,9,14,23
GEEE84305T,2,50,52,0,11,11,3,26,29
BNEE83801E,2,48,50,0,12,12,8,17,25
IMEE806027,4,49,53,2,14,16,4,20,24
MNEE82803X,12,85,97,6,27,33,6,28,34
LUEE82204A,1,26,27,0,4,4,4,18,22
LUEE81103V,5,53,58,0,18,18,6,26,32
RMEE89206A,1,26,27,0,8,8,7,13,20
CSMM81001T,10,11,21,1,1,2,7,5,12
ENEE091013,4,48,52,0,5,5,9,9,18
MIEE8AG01V,9,81,90,3,27,30,9,21,30
BNEE813027,1,32,33,0,6,6,5,15,20
LETE010002,34,111,145,1,34,35,10,21,31
RMEE8ER02E,4,58,62,1,15,16,5,15,20
CTSL01000A,50,130,180,11,47,58,20,27,47
TRRI002012,51,94,145,5,30,35,9,24,33
MEEE819028,3,48,51,0,13,13,2,23,25
NAEE8AD011,1,40,41,1,11,12,9,12,21
BOMM817026,1,40,41,1,11,12,9,12,21
LEPC012018,1,40,41,1,11,12,9,12,21
TOMM89601V,7,29,36,5,12,17,5,24,29
RMEE8AP021,2,62,64,0,17,17,3,25,28
LETF03401A,56,62,118,0,4,4,13,21,34
TOMM8A202Q,56,62,118,0,4,4,13,21,34
BOTA03000D,47,74,121,8,13,21,12,24,36
PSMM816012,6,22,28,2,3,5,4,18,22
GOTD006511,53,79,132,3,15,18,0,0,0
ARMM821013,10,29,39,3,10,13,3,23,26
PZEE815013,1,22,23,1,2,3,3,11,14
MIMM8D001V,15,49,64,9,18,27,3,30,33
RMMM8G201V,17,61,78,7,20,27,0,27,27
COMM80101C,11,19,30,3,3,6,11,15,26
ALMM81903P,12,22,34,2,4,6,11,18,29
REMM82301Q,11,33,44,4,10,14,5,24,29
RAEE80603P,11,104,115,5,30,35,10,23,33
VTRC00650C,44,63,107,5,12,17,0,0,0
SAMM8A201P,14,20,34,1,4,5,6,15,21
TOEE8CH01X,8,81,89,4,20,24,5,30,35
RMMM81701A,9,46,55,5,14,19,5,18,23
CZEE84001E,2,50,52,0,16,16,9,18,27
CSRH017508,51,116,167,7,43,50,0,0,0
NAEE8FR015,4,61,65,1,20,21,12,10,22
PREE839018,1,46,47,0,7,7,10,27,37
VIMM880011,19,50,69,4,15,19,10,29,39
TOEE8A801P,2,62,64,0,15,15,7,32,39
RAEE811047,4,105,109,1,39,40,4,30,34
VERI02102N,68,80,148,11,21,32,18,30,48
LTEE80101P,3,50,53,2,22,24,6,22,28
CSPS01401P,45,75,120,8,14,22,24,16,40
RMEE83001T,2,83,85,0,17,17,11,24,35
CNEE849052,2,44,46,0,9,9,7,20,27
BAEE81901V,1,69,70,0,26,26,7,15,22
BSEE8AK05T,5,105,110,1,22,23,8,26,34
TOTD090008,28,61,89,3,2,5,9,18,27
RMMM83101L,14,32,46,6,11,17,3,20,23
CERH020512,14,32,46,6,11,17,3,20,23
PDEE891035,1,73,74,1,15,16,11,16,27
SIEE807045,5,71,76,3,13,16,6,27,33
CHRI016015,23,49,72,6,18,24,5,12,17
BGEE868037,3,62,65,1,10,11,4,25,29
VEEE855012,0,63,63,0,15,15,9,28,37
CNEE843086,2,78,80,0,20,20,7,28,35
MERA02401R,49,95,144,6,30,36,26,13,39
LOPS010007,28,70,98,1,1,2,9,17,26
NAEE8BK01X,4,54,58,4,21,25,8,16,24
SIMM81701G,5,23,28,0,7,7,5,16,21
SAMM8AM01A,3,16,19,0,1,1,6,12,18
AGMM819023,23,35,58,4,3,7,27,15,42
CHMM81602B,2,22,24,1,6,7,10,16,26
RMMM8DY012,2,15,17,2,6,8,5,17,22
MBMM8E2012,7,43,50,1,16,17,4,26,30
MTEE81401A,1,23,24,0,4,4,3,12,15
AGPC01701R,56,73,129,3,13,16,21,14,35
RMEE8FE02T,2,90,92,1,28,29,8,18,26
PZEE87807C,0,37,37,0,4,4,12,10,22
ROPS01000P,25,38,63,0,0,0,4,18,22
FREE86101P,2,54,56,1,20,21,6,24,30
MOEE83501N,3,90,93,0,28,28,6,31,37
SAEE8AA01X,0,31,31,0,7,7,9,12,21
BRMM82301G,9,44,53,4,17,21,13,9,22
SAEE8AF024,1,38,39,0,11,11,2,15,17
MEEE844076,4,46,50,0,9,9,10,19,29
GREE81804Q,3,54,57,0,14,14,5,25,30
CAEE846025,2,35,37,0,10,10,2,16,18
BSEE882032,0,56,56,0,6,6,12,20,32
APMM804058,7,29,36,1,7,8,9,34,43
PNPC00101B,36,106,142,1,12,13,6,35,41
NUMM86201D,9,23,32,1,3,4,8,18,26
UDTD007019,57,70,127,8,19,27,25,29,54
PDPS01701N,35,58,93,3,3,6,7,22,29
SSEE80702V,1,31,32,0,13,13,4,16,20
MTMM82701B,11,54,65,4,10,14,7,31,38
CSEE8AJ02Q,4,47,51,1,11,12,16,14,30
NATD11251X,35,47,82,7,10,17,0,0,0
NOEE83205N,4,40,44,3,12,15,14,19,33
BAEE85001V,0,58,58,0,17,17,9,15,24
SAEE83302T,7,28,35,1,9,10,8,10,18
SSEE851021,2,75,77,0,27,27,9,28,37
MITD02201P,27,67,94,0,8,8,7,20,27
AVEE88202T,4,45,49,0,12,12,3,22,25
COMM81901N,12,26,38,4,6,10,1,31,32
ENTD006012,12,26,38,4,6,10,1,31,32
RGEE825035,3,86,89,0,30,30,17,18,35
MIEE823027,14,70,84,5,18,23,8,14,22
CTEE8AJ03X,4,80,84,1,31,32,9,22,31
CSMM89201A,8,23,31,0,2,2,13,11,24
CAEE86303X,4,66,70,0,27,27,14,16,30
TPPS10000Q,18,47,65,0,0,0,14,16,30
BAPS06301D,90,137,227,4,28,32,21,30,51
CEEE8AK03D,2,41,43,0,9,9,11,10,21
ENEE825035,3,71,74,1,30,31,15,15,30
TEEE82402E,5,79,84,1,26,27,11,28,39
RMEE8D901V,3,79,82,0,19,19,9,19,28
SSEE813037,5,59,64,0,14,14,4,31,35
FGTD00401T,18,27,45,2,1,3,6,10,16
NATF096014,53,101,154,12,33,45,19,23,42
PSEE84001X,2,87,89,1,19,20,4,31,35
COPM030002,12,59,71,1,14,15,2,20,22
LCEE80402Q,2,40,42,0,9,9,1,18,19
CZMM86001P,10,33,43,5,9,14,6,22,28
VREE88903V,4,53,57,1,16,17,3,22,25
CBEE82401T,0,27,27,0,6,6,0,0,0
UDMM84504T,9,26,35,0,4,4,6,24,30
PTRA01050N,81,122,203,16,65,81,15,30,45
TOMM8BM011,8,25,33,1,5,6,4,32,36
BLMM824011,7,24,31,1,2,3,4,19,23
PAEE077034,2,71,73,1,25,26,18,5,23
SAEE866025,4,25,29,0,3,3,10,11,21
PZMM82403V,10,20,30,0,4,4,8,15,23
SAEE882023,10,20,30,0,4,4,8,15,23
NAEE31900P,1,55,56,0,17,17,9,8,17
MIRI07401R,42,67,109,6,23,29,11,13,24
SSEE82902Q,2,60,62,1,20,21,9,16,25
FITD019018,22,91,113,4,19,23,7,17,24
AQRA017021,31,68,99,9,30,39,20,15,35
TPTD00202C,41,65,106,17,11,28,20,12,32
AVTL02801V,41,65,106,17,11,28,20,12,32
RMEE8A9046,2,75,77,1,28,29,4,26,30
LIEE01338R,2,75,77,1,28,29,4,26,30
ENEE817014,2,42,44,0,10,10,14,10,24
UDEE84105L,2,64,66,1,15,16,5,24,29
CSMM877029,10,25,35,2,3,5,7,13,20
BOEE81104A,2,47,49,0,6,6,6,23,29
BARI05000G,63,67,130,5,33,38,24,14,38
LETF038513,63,67,130,5,33,38,24,14,38
APEE82206X,3,54,57,0,12,12,6,33,39
ANMM83801L,3,17,20,0,4,4,1,17,18
REEE83203N,1,39,40,0,14,14,7,16,23
BOEE87701T,3,70,73,0,20,20,4,19,23
MCEE83601Q,3,62,65,0,16,16,6,26,32
BNMM81203B,9,32,41,1,4,5,10,12,22
PGPS002015,31,64,95,4,20,24,2,19,21
CTTD18000C,45,100,145,4,26,30,13,14,27
CZMM872011,12,26,38,1,4,5,11,18,29
IMEE81303B,1,67,68,0,12,12,12,23,35
BOEE818023,4,59,63,1,16,17,3,26,29
TVMM838028,11,37,48,1,10,11,2,28,30
PSEE82201A,3,42,45,1,14,15,3,26,29
TOMM8A0013,20,77,97,3,13,16,7,28,35
CSEE19007X,4,41,45,1,12,13,13,11,24
RMTD099029,34,71,105,7,16,23,13,16,29
LEPM04701B,37,87,124,3,11,14,15,13,28
TOEE85004N,2,66,68,0,8,8,6,29,35
TOEE84801E,0,35,35,0,8,8,3,17,20
LTMM842021,3,20,23,0,11,11,5,21,26
CAEE017037,3,20,23,0,11,11,5,21,26
LITD00201X,36,102,138,9,33,42,9,25,34
VRTA01203Q,110,152,262,23,55,78,21,43,64
RCEE85703R,110,152,262,23,55,78,21,43,64
TOEE8AR01E,4,67,71,2,10,12,9,29,38
MTPC011018,46,65,111,6,10,16,20,14,34
CSTD01401E,45,75,120,8,14,22,24,16,40
FGEE84701B,3,36,39,2,8,10,11,7,18
FIMM854016,5,23,28,1,2,3,8,23,31
LTMM84901P,6,15,21,2,7,9,7,18,25
RAMM81301P,3,19,22,0,6,6,4,17,21
RCEE80615D,2,57,59,1,17,18,11,14,25
NAEE33500L,2,43,45,0,13,13,9,9,18
CEEE8BD01N,0,43,43,0,9,9,10,14,24
TOEE8CA037,8,49,57,5,10,15,15,22,37
VREE85505T,5,89,94,3,20,23,7,31,38
FEEE81902N,2,45,47,0,8,8,6,24,30
LTEE80803G,1,43,44,0,17,17,3,17,20
CREE821041,8,88,96,1,23,24,10,24,34
CHMM811017,13,46,59,4,15,19,7,28,35
FRRC027018,30,50,80,9,17,26,4,19,23
LTEE83103L,4,64,68,1,23,24,5,20,25
TVEE818068,4,59,63,1,14,15,6,22,28
CRMM81502E,7,19,26,3,5,8,5,19,24
MSRC01101R,50,85,135,7,21,28,18,25,43
SAPS06101D,10,45,55,0,2,2,10,12,22
SIEE81202E,1,67,68,0,18,18,4,34,38
LOEE801033,1,51,52,0,12,12,9,22,31
PZTD024027,25,86,111,0,17,17,14,21,35
PAEE84004D,3,28,31,2,3,5,14,8,22
IMEE802042,1,63,64,0,12,12,7,22,29
RMEE80103X,0,38,38,0,5,5,2,16,18
TSEE800025,2,29,31,0,2,2,2,23,25
APPC00303R,25,60,85,3,15,18,5,20,25
TAMM83901Q,6,40,46,1,13,14,10,15,25
GEMM18400Q,6,40,46,1,13,14,10,15,25
NATH086011,31,42,73,1,2,3,11,13,24
BNMM842015,6,35,41,0,3,3,7,14,21
MEMM81605V,10,22,32,2,4,6,8,23,31
BGMM832019,18,29,47,4,4,8,2,25,27
PREE821035,18,29,47,4,4,8,2,25,27
PNEE83202P,3,67,70,2,11,13,4,24,28
SSRC029515,3,67,70,2,11,13,4,24,28
NAEE8B402L,4,25,29,1,7,8,11,9,20
PDMM88101B,10,26,36,3,6,9,4,15,19
CAMM885126,17,24,41,3,4,7,7,22,29
BOTD02401N,49,68,117,8,17,25,12,21,33
KRTD004503,49,68,117,8,17,25,12,21,33
TVMM87301E,9,42,51,0,6,6,6,27,33
PZMM82106E,13,23,36,2,2,4,7,26,33
NAMM50900R,16,68,84,3,14,17,8,5,13
MIMM8CJ01P,5,23,28,3,5,8,5,17,22
NAEE8EE017,1,51,52,0,15,15,11,13,24
PNTF004014,54,75,129,4,16,20,16,25,41
BSRC034511,48,117,165,11,28,39,0,0,0
FGEE87003E,0,39,39,0,14,14,11,14,25
NATA062018,50,110,160,15,29,44,22,16,38
SVEE817049,5,59,64,3,16,19,10,26,36
TVMM867017,13,26,39,3,14,17,7,23,30
PARI010007,13,26,39,3,14,17,7,23,30
BSEE803031,1,65,66,0,12,12,7,24,31
SSTD016022,70,84,154,15,22,37,20,31,51
PVEE822014,2,67,69,1,18,19,8,26,34
BAEE026035,2,67,69,1,18,19,8,26,34
NAEE81202A,2,64,66,0,16,16,8,22,30
CREE80801B,1,53,54,0,14,14,5,27,32
SOMM81101T,3,14,17,1,3,4,7,14,21
ROEE81505E,2,52,54,0,10,10,5,21,26
VTEE83104V,0,30,30,0,8,8,6,17,23
RCEE82903L,2,65,67,0,14,14,15,14,29
BAEE84801V,2,24,26,0,9,9,4,20,24
MITD026012,46,95,141,5,5,10,19,19,38
CNEE828062,2,65,67,1,18,19,8,26,34
MEEE891133,2,28,30,0,3,3,11,10,21
UDTD021511,26,48,74,1,5,6,0,0,0
MSEE80901Q,4,76,80,0,22,22,6,27,33
VREE84301B,5,71,76,3,16,19,8,18,26
SAMM80901V,5,71,76,3,16,19,8,18,26
RCEE83701D,1,34,35,0,7,7,10,8,18
MOMM85101E,13,57,70,2,13,15,10,25,35
AVEE87503Q,9,43,52,0,10,10,13,15,28
FREE857024,1,41,42,0,10,10,6,19,25
MEMM813028,8,23,31,0,3,3,11,12,23
VIMM87302V,13,28,41,2,4,6,6,25,31
PNEE815021,2,81,83,1,15,16,1,27,28
PAEE88802C,3,57,60,2,9,11,18,9,27
NAEE206073,6,59,65,2,21,23,8,11,19
GEMM85803C,7,39,46,2,11,13,14,28,42
PDRI02251Q,37,114,151,7,19,26,0,0,0
CSEE85302T,3,21,24,2,6,8,5,12,17
AGEE856023,2,49,51,0,19,19,16,9,25
FIEE876025,5,102,107,2,21,23,7,48,55
AGMM848012,15,23,38,6,4,10,11,19,30
CSEE81201E,4,78,82,0,19,19,12,18,30
TVMM85601R,9,27,36,2,6,8,4,17,21
FIMM820024,10,32,42,3,5,8,12,28,40
BGEE805045,4,31,35,1,5,6,6,16,22
VIEE849034,1,47,48,0,6,6,6,18,24
BAEE12204Q,4,73,77,1,30,31,3,20,23
PGMM817019,6,23,29,2,4,6,5,17,22
PIEE82703Q,4,63,67,0,20,20,4,30,34
MIRI21000E,40,48,88,6,15,21,8,20,28
MIEE8DG03R,5,94,99,3,21,24,7,19,26
COEE853016,9,94,103,7,23,30,10,30,40
VTEE80803R,5,58,63,3,13,16,6,32,38
CAEE839011,4,65,69,1,16,17,4,31,35
PSEE830019,0,22,22,0,6,6,2,22,24
MIRC09451P,52,89,141,8,25,33,0,0,0
NUEE87901X,4,35,39,2,9,11,3,11,14
CSEE85004C,3,29,32,1,7,8,8,15,23
TPRA008014,43,73,116,11,21,32,22,19,41
GRTL011512,70,51,121,10,12,22,0,0,0
SSEE849054,70,51,121,10,12,22,0,0,0
BATD05801T,52,101,153,7,35,42,17,14,31
SSEE83802E,5,83,88,0,26,26,9,29,38
FGTF053019,5,83,88,0,26,26,9,29,38
MIEE8BA02G,6,71,77,1,16,17,7,23,30
RMEE893022,2,75,77,0,34,34,8,18,26
CSEE87206B,3,76,79,0,18,18,17,15,32
BOMM818011,10,29,39,3,8,11,3,26,29
APEE838029,1,61,62,1,14,15,8,27,35
SAEE85504R,3,20,23,1,3,4,2,14,16
REEE84501N,5,55,60,1,14,15,4,26,30
CTRI02401N,35,46,81,5,15,20,16,14,30
SAEE06201T,35,46,81,5,15,20,16,14,30
APEE826023,1,57,58,0,16,16,6,34,40
MNMM82201T,11,27,38,2,9,11,1,23,24
PCMM80401B,8,15,23,3,0,3,7,16,23
FEEE80205B,5,52,57,2,16,18,9,23,32
ATEE812043,4,56,60,3,11,14,7,31,38
VRRA01254A,110,152,262,23,55,78,0,0,0
CERC02251C,38,87,125,6,19,25,0,0,0
TVMM84801T,6,36,42,3,9,12,5,17,22
FIEE834034,3,80,83,2,22,24,7,26,33
VBRI00452D,39,80,119,7,21,28,0,0,0
TVRH010503,60,124,184,7,50,57,15,52,67
FGRI020059,60,124,184,7,50,57,15,52,67
FIMM81601B,7,12,19,1,2,3,1,12,13
VERH020008,40,61,101,8,17,25,11,17,28
ALEE82312T,3,39,42,2,7,9,8,23,31
UDEE828012,0,52,52,0,9,9,2,18,20
RMEE8EG02V,2,72,74,0,21,21,3,27,30
VIEE884019,3,88,91,1,13,14,8,27,35
TOEE86305R,1,68,69,0,15,15,11,28,39
MNEE81401X,0,40,40,0,9,9,4,15,19
PAMM825017,9,17,26,2,1,3,10,12,22
CTEE8AQ03P,3,40,43,0,14,14,10,11,21
MBTD49000L,19,72,91,2,10,12,6,20,26
RMEE8AM032,1,46,47,0,14,14,5,19,24
BSMM89703P,7,35,42,4,5,9,8,22,30
CREE82702T,3,72,75,3,21,24,3,23,26
AQEE02600L,2,41,43,0,14,14,0,16,16
NAEE8BN01B,1,53,54,0,10,10,11,17,28
NAEE74401X,1,53,54,0,10,10,11,17,28
MCMM813012,10,26,36,3,7,10,6,12,18
BNRC027015,47,60,107,2,14,16,14,21,35
GEMM817014,8,27,35,0,8,8,5,27,32
TSMM80101V,8,23,31,2,3,5,4,18,22
TPMM82401V,13,33,46,2,11,13,10,17,27
TOEE8BF04R,2,59,61,0,14,14,5,30,35
SOMM80301V,7,22,29,4,5,9,9,9,18
PIMM83901V,8,32,40,2,9,11,3,27,30
PAEE720018,8,32,40,2,9,11,3,27,30
CTEE04701N,3,32,35,1,7,8,6,10,16
IMEE806016,4,49,53,2,14,16,4,20,24
ROEE80601G,3,51,54,0,12,12,7,23,30
ROEE810039,5,39,44,1,15,16,2,15,17
MIEE8FU02D,7,81,88,4,21,25,5,16,21
